series_id,num_points,num_anomaly_points,num_true_event_windows,num_pred_event_windows,auprc,point_precision,point_recall,point_f1,point_auroc,point_auprc,event_precision,event_recall,event_f1,false_positive_event_count,event_count_true,event_count_pred,method,donor_policy,synthesis_method,labeled_fraction
domain_a/series_000,120,69,8,7,0.9995829207549433,1.0,0.8115942028985508,0.896,0.9994316567206593,0.9995829207549433,1.0,0.875,0.9333333333333333,0.0,8.0,7.0,real_only,,,0.2
domain_a/series_003,120,55,9,6,0.9996753246753247,1.0,0.8,0.8888888888888888,0.9997202797202798,0.9996753246753247,1.0,0.6666666666666666,0.8,0.0,9.0,6.0,real_only,,,0.2
domain_b/series_007,120,66,7,7,0.9981786115394569,1.0,0.7121212121212122,0.831858407079646,0.9977553310886644,0.9981786115394569,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,7.0,7.0,real_only,,,0.2
domain_c/series_008,120,68,10,7,0.9991830065359475,1.0,0.8676470588235294,0.9291338582677166,0.999010180995475,0.9991830065359475,1.0,0.7,0.8235294117647058,0.0,10.0,7.0,real_only,,,0.2
domain_c/series_020,120,64,10,6,0.9979646514897182,1.0,0.796875,0.8869565217391304,0.9977678571428571,0.9979646514897182,1.0,0.6,0.7499999999999999,0.0,10.0,6.0,real_only,,,0.2
domain_c/series_023,120,62,8,6,0.9983637213651239,1.0,0.7741935483870968,0.8727272727272727,0.9980533926585095,0.9983637213651239,1.0,0.75,0.8571428571428571,0.0,8.0,6.0,real_only,,,0.2
domain_a/series_000,120,69,8,7,0.9989338950935118,1.0,0.7536231884057971,0.859504132231405,0.9985791418016483,0.9989338950935118,1.0,0.875,0.9333333333333333,0.0,8.0,7.0,learned_prototype_event_time__same_dataset_only,same_dataset_only,learned_prototype_event_time,0.2
domain_a/series_003,120,55,9,8,1.0,1.0,0.9090909090909091,0.9523809523809523,1.0,1.0,1.0,0.8888888888888888,0.9411764705882353,0.0,9.0,8.0,learned_prototype_event_time__same_dataset_only,same_dataset_only,learned_prototype_event_time,0.2
domain_b/series_007,120,66,7,7,0.9981786115394568,1.0,0.8939393939393939,0.944,0.9977553310886644,0.9981786115394568,1.0,1.0,1.0,0.0,7.0,7.0,learned_prototype_event_time__same_dataset_only,same_dataset_only,learned_prototype_event_time,0.2
domain_c/series_008,120,68,10,7,0.9979578882783449,1.0,0.8823529411764706,0.9375,0.9971719457013575,0.9979578882783449,1.0,0.7,0.8235294117647058,0.0,10.0,7.0,learned_prototype_event_time__same_dataset_only,same_dataset_only,learned_prototype_event_time,0.2
domain_c/series_020,120,64,10,6,0.9962020910184526,0.9821428571428571,0.859375,0.9166666666666666,0.9958147321428571,0.9962020910184526,1.0,0.6,0.7499999999999999,0.0,10.0,6.0,learned_prototype_event_time__same_dataset_only,same_dataset_only,learned_prototype_event_time,0.2
domain_c/series_023,120,62,8,6,0.9981566820276497,1.0,0.8548387096774194,0.9217391304347826,0.9977753058954395,0.9981566820276497,1.0,0.75,0.8571428571428571,0.0,8.0,6.0,learned_prototype_event_time__same_dataset_only,same_dataset_only,learned_prototype_event_time,0.2
domain_a/series_000,120,69,8,8,0.9995829207549431,1.0,0.8405797101449275,0.9133858267716536,0.9994316567206594,0.9995829207549431,0.875,0.875,0.875,1.0,8.0,8.0,learned_prototype_event_time__cross_dataset_all,cross_dataset_all,learned_prototype_event_time,0.2
domain_a/series_003,120,55,9,8,1.0,1.0,0.9272727272727272,0.9622641509433962,1.0,1.0,1.0,0.8888888888888888,0.9411764705882353,0.0,9.0,8.0,learned_prototype_event_time__cross_dataset_all,cross_dataset_all,learned_prototype_event_time,0.2
domain_b/series_007,120,66,7,6,0.9963619780121541,0.9682539682539683,0.9242424242424242,0.9457364341085271,0.9955106621773289,0.9963619780121541,1.0,0.8571428571428571,0.923076923076923,0.0,7.0,6.0,learned_prototype_event_time__cross_dataset_all,cross_dataset_all,learned_prototype_event_time,0.2
domain_c/series_008,120,68,10,7,0.9984520123839007,1.0,0.9558823529411765,0.9774436090225563,0.9977375565610859,0.9984520123839007,1.0,0.7,0.8235294117647058,0.0,10.0,7.0,learned_prototype_event_time__cross_dataset_all,cross_dataset_all,learned_prototype_event_time,0.2
domain_c/series_020,120,64,10,7,0.9973421862800154,0.9827586206896551,0.890625,0.9344262295081968,0.9969308035714285,0.9973421862800154,1.0,0.7,0.8235294117647058,0.0,10.0,7.0,learned_prototype_event_time__cross_dataset_all,cross_dataset_all,learned_prototype_event_time,0.2
domain_c/series_023,120,62,8,7,0.9981566820276497,1.0,0.9193548387096774,0.957983193277311,0.9977753058954394,0.9981566820276497,1.0,0.875,0.9333333333333333,0.0,8.0,7.0,learned_prototype_event_time__cross_dataset_all,cross_dataset_all,learned_prototype_event_time,0.2
domain_a/series_000,120,69,8,5,0.9995829207549435,1.0,0.6231884057971014,0.7678571428571429,0.9994316567206593,0.9995829207549435,1.0,0.625,0.7692307692307693,0.0,8.0,5.0,learned_prototype_event_time__cross_dataset_compatible,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_a/series_003,120,55,9,7,0.9996753246753247,1.0,0.7818181818181819,0.8775510204081632,0.9997202797202798,0.9996753246753247,1.0,0.7777777777777778,0.8750000000000001,0.0,9.0,7.0,learned_prototype_event_time__cross_dataset_compatible,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_b/series_007,120,66,7,6,0.9969911197628467,1.0,0.8333333333333334,0.9090909090909091,0.9963524130190797,0.9969911197628467,1.0,0.8571428571428571,0.923076923076923,0.0,7.0,6.0,learned_prototype_event_time__cross_dataset_compatible,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_c/series_008,120,68,10,7,0.998992747784045,1.0,0.8676470588235294,0.9291338582677166,0.9985859728506787,0.998992747784045,1.0,0.7,0.8235294117647058,0.0,10.0,7.0,learned_prototype_event_time__cross_dataset_compatible,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_c/series_020,120,64,10,6,0.9979646514897182,1.0,0.796875,0.8869565217391304,0.9977678571428572,0.9979646514897182,1.0,0.6,0.7499999999999999,0.0,10.0,6.0,learned_prototype_event_time__cross_dataset_compatible,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_c/series_023,120,62,8,6,0.9981566820276497,1.0,0.7741935483870968,0.8727272727272727,0.9977753058954393,0.9981566820276497,1.0,0.75,0.8571428571428571,0.0,8.0,6.0,learned_prototype_event_time__cross_dataset_compatible,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_a/series_000,120,69,8,7,0.9990207598903251,1.0,0.8405797101449275,0.9133858267716536,0.9985791418016482,0.9990207598903251,1.0,0.875,0.9333333333333333,0.0,8.0,7.0,learned_prototype_event_time__compatibility_top50,compatibility_top50,learned_prototype_event_time,0.2
domain_a/series_003,120,55,9,8,1.0,1.0,0.9636363636363636,0.9814814814814815,1.0,1.0,1.0,0.8888888888888888,0.9411764705882353,0.0,9.0,8.0,learned_prototype_event_time__compatibility_top50,compatibility_top50,learned_prototype_event_time,0.2
domain_b/series_007,120,66,7,6,0.9919294216094406,0.9692307692307692,0.9545454545454546,0.9618320610687023,0.9910213243546577,0.9919294216094406,1.0,0.8571428571428571,0.923076923076923,0.0,7.0,6.0,learned_prototype_event_time__compatibility_top50,compatibility_top50,learned_prototype_event_time,0.2
domain_c/series_008,120,68,10,7,0.9977596399649347,1.0,0.9558823529411765,0.9774436090225563,0.9970305429864252,0.9977596399649347,1.0,0.7,0.8235294117647058,0.0,10.0,7.0,learned_prototype_event_time__compatibility_top50,compatibility_top50,learned_prototype_event_time,0.2
domain_c/series_020,120,64,10,7,0.9945786999320486,0.9830508474576272,0.90625,0.943089430894309,0.9930245535714286,0.9945786999320486,1.0,0.7,0.8235294117647058,0.0,10.0,7.0,learned_prototype_event_time__compatibility_top50,compatibility_top50,learned_prototype_event_time,0.2
domain_c/series_023,120,62,8,7,0.9981566820276497,1.0,0.9838709677419355,0.991869918699187,0.9977753058954394,0.9981566820276497,1.0,0.875,0.9333333333333333,0.0,8.0,7.0,learned_prototype_event_time__compatibility_top50,compatibility_top50,learned_prototype_event_time,0.2
domain_a/series_000,120,69,8,8,0.9997929606625258,1.0,0.8115942028985508,0.896,0.9997158283603297,0.9997929606625258,0.875,0.875,0.875,1.0,8.0,8.0,learned_prototype_event_time__strict_filter,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_a/series_003,120,55,9,8,0.9993620414673047,1.0,0.8363636363636363,0.9108910891089109,0.9994405594405595,0.9993620414673047,1.0,0.8888888888888888,0.9411764705882353,0.0,9.0,8.0,learned_prototype_event_time__strict_filter,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_b/series_007,120,66,7,7,0.9991116700602867,1.0,0.7272727272727273,0.8421052631578947,0.9988776655443322,0.9991116700602867,1.0,1.0,1.0,0.0,7.0,7.0,learned_prototype_event_time__strict_filter,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_c/series_008,120,68,10,7,0.9984520123839009,1.0,0.8823529411764706,0.9375,0.9978789592760182,0.9984520123839009,1.0,0.7,0.8235294117647058,0.0,10.0,7.0,learned_prototype_event_time__strict_filter,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_c/series_020,120,64,10,6,0.9976905286827007,1.0,0.828125,0.905982905982906,0.9974888392857144,0.9976905286827007,1.0,0.6,0.7499999999999999,0.0,10.0,6.0,learned_prototype_event_time__strict_filter,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_c/series_023,120,62,8,7,0.9975695978789219,1.0,0.8387096774193549,0.9122807017543859,0.9972191323692992,0.9975695978789219,1.0,0.875,0.9333333333333333,0.0,8.0,7.0,learned_prototype_event_time__strict_filter,cross_dataset_compatible,learned_prototype_event_time,0.2
domain_a/series_000,120,69,8,6,0.9997929606625258,1.0,0.7536231884057971,0.859504132231405,0.9997158283603296,0.9997929606625258,1.0,0.75,0.8571428571428571,0.0,8.0,6.0,dtw_aligned_donor__cross_dataset_compatible,cross_dataset_compatible,dtw_aligned_donor,0.2
