event_id,series_id,mask_policy,method,synthesis_method,donor_policy,mask_start,mask_end,event_length,num_donors,masked_region_MAE,masked_region_MSE,normalized_MAE_by_event_std,shape_correlation,boundary_continuity_error
domain_a/series_000_event_0,domain_a/series_000,middle_30,learned_prototype_event_time__same_dataset_only,learned_prototype_event_time,same_dataset_only,1,3,5,2,0.5608662040302042,0.3236983908093127,1.9426566849482207,1.0,0.5608662040302042
domain_a/series_000_event_0,domain_a/series_000,middle_30,learned_prototype_event_time__cross_dataset_all,learned_prototype_event_time,cross_dataset_all,1,3,5,2,0.4537934535014174,0.2634458860162584,1.571791774394011,1.0,0.4537934535014174
domain_a/series_000_event_0,domain_a/series_000,middle_30,learned_prototype_event_time__cross_dataset_compatible,learned_prototype_event_time,cross_dataset_compatible,1,3,5,2,0.4537934535014174,0.2634458860162584,1.571791774394011,1.0,0.4537934535014174
domain_a/series_000_event_0,domain_a/series_000,middle_30,learned_prototype_event_time__compatibility_top50,learned_prototype_event_time,compatibility_top50,1,3,5,2,0.47648333091688455,0.2277688891499739,1.6503820722673328,1.0,0.47648333091688455
domain_a/series_000_event_0,domain_a/series_000,middle_30,learned_prototype_event_time__strict_filter,learned_prototype_event_time,cross_dataset_compatible,1,3,5,2,0.4537934535014174,0.2634458860162584,1.571791774394011,1.0,0.4537934535014174
domain_a/series_000_event_0,domain_a/series_000,middle_30,dtw_aligned_donor__cross_dataset_compatible,dtw_aligned_donor,cross_dataset_compatible,1,3,5,2,0.3333988196158575,0.16457207943870167,1.154784226659719,-1.0,0.3333988196158575
domain_a/series_000_event_1,domain_a/series_000,middle_30,learned_prototype_event_time__same_dataset_only,learned_prototype_event_time,same_dataset_only,1,3,5,2,0.6010081037664508,0.4256076756865947,2.4907434914073234,-1.0,0.6010081037664508
domain_a/series_000_event_1,domain_a/series_000,middle_30,learned_prototype_event_time__cross_dataset_all,learned_prototype_event_time,cross_dataset_all,1,3,5,2,0.7146027932157522,0.5338769615024033,2.961511242509447,-1.0,0.7146027932157522
domain_a/series_000_event_1,domain_a/series_000,middle_30,learned_prototype_event_time__cross_dataset_compatible,learned_prototype_event_time,cross_dataset_compatible,1,3,5,2,0.7146027932157522,0.5338769615024033,2.961511242509447,-1.0,0.7146027932157522
domain_a/series_000_event_1,domain_a/series_000,middle_30,learned_prototype_event_time__compatibility_top50,learned_prototype_event_time,compatibility_top50,1,3,5,2,0.369082800000174,0.17971856262399302,1.5295810091906128,-0.9999999999999999,0.369082800000174
domain_a/series_000_event_1,domain_a/series_000,middle_30,learned_prototype_event_time__strict_filter,learned_prototype_event_time,cross_dataset_compatible,1,3,5,2,0.7146027932157522,0.5338769615024033,2.961511242509447,-1.0,0.7146027932157522
domain_a/series_000_event_1,domain_a/series_000,middle_30,dtw_aligned_donor__cross_dataset_compatible,dtw_aligned_donor,cross_dataset_compatible,1,3,5,2,0.7171215405215796,0.5380599458668398,2.9719496266496503,-1.0,0.7171215405215796
domain_a/series_000_event_2,domain_a/series_000,middle_30,learned_prototype_event_time__same_dataset_only,learned_prototype_event_time,same_dataset_only,2,4,7,2,0.6361527667630926,0.47663600144570806,1.1233205031817857,1.0,0.6361527667630926
domain_a/series_000_event_2,domain_a/series_000,middle_30,learned_prototype_event_time__cross_dataset_all,learned_prototype_event_time,cross_dataset_all,2,4,7,2,0.5899898273882009,0.3518512636683683,1.0418058435021478,0.9999999999999999,0.5899898273882009
domain_a/series_000_event_2,domain_a/series_000,middle_30,learned_prototype_event_time__cross_dataset_compatible,learned_prototype_event_time,cross_dataset_compatible,2,4,7,2,0.5899898273882009,0.3518512636683683,1.0418058435021478,0.9999999999999999,0.5899898273882009
domain_a/series_000_event_2,domain_a/series_000,middle_30,learned_prototype_event_time__compatibility_top50,learned_prototype_event_time,compatibility_top50,2,4,7,2,1.0104861781740047,1.1375486407851232,1.7843195871022295,-0.9999999999999999,1.0104861781740047
